decision,reaction ID,genes,spore,mother,name,reaction,reaction_with_names
,EX_crn_e,,0,0,L-Carnitine exchange,crn_e --> ,L-Carnitine --> 
,EX_cro4_e,,0,0,Chromate exchange,cro4_e --> ,Chromate --> 
,EX_csn_e,,0,0,Cytosine exchange,csn_e --> ,Cytosine --> 
,EX_ctbt_e,,0,0,Crotonobetaine exchange,ctbt_e --> ,Crotonobetaine --> 
,EX_cu2_e,,0,0,Cu2+ exchange,cu2_e --> ,Copper --> 
,EX_cys__D_e,,0,0,D-Cysteine exchange,cys__D_e --> ,D-Cysteine --> 
,EX_cys__L_e,,0,0,L-Cysteine exchange,cys__L_e --> ,L-Cysteine --> 
,EX_cyst__L_e,,0,0,L Cystine exchange,cyst__L_e --> ,L-Cystathionine --> 
,EX_cytd_e,,0,0,Cytidine exchange,cytd_e --> ,Cytidine --> 
,EX_dad_2_e,,0,0,Deoxyadenosine exchange,dad_2_e --> ,Deoxyadenosine --> 
,EX_dcyt_e,,0,0,Deoxycytidine exchange,dcyt_e --> ,Deoxycytidine --> 
,EX_dextrin_e,,0,0,Dextrin exchange,dextrin_e --> ,Dextrin C12H20O10 --> 
,EX_dha_e,,0,0,Dihydroxyacetone exchange,dha_e --> ,Dihydroxyacetone --> 
,EX_diact_e,,0,0,Diacetyl exchange,diact_e --> ,Diacetyl C4H6O2 --> 
,EX_djenk_e,,0,0,Djenkolate exchange,djenk_e --> ,Djenkolate C7H14N2O4S2 --> 
,EX_drib_e,,0,0,Deoxy D Ribose exchange,drib_e --> ,Deoxyribose C5H10O4 --> 
,EX_dtmp_e,,0,0,DTMP exchange,dtmp_e --> ,DTMP C10H13N2O8P --> 
,EX_ectoine_e,,0,0,Ectoine exchange,ectoine_e --> ,Ectoine C6H12N2O2 --> 
,EX_etha_e,,0,0,Ethanolamine exchange,etha_e --> ,Ethanolamine --> 
,EX_eths_e,,0,0,Ethanesulfonate exchange,eths_e --> ,Ethanesulfonate C2H5O3S --> 
,EX_etoh_e,,0,0,Ethanol exchange,etoh_e --> ,Ethanol --> 
,EX_f6p_e,,0,0,D-fructose 6-phosphate exchange,f6p_e --> ,D-Fructose 6-phosphate --> 
,EX_fe2_e,,0,0,Fe2+ exchange,fe2_e --> ,Fe2+ mitochondria --> 
,EX_fe3_e,,0,0,Fe3+ exchange,fe3_e <=> ,Iron (Fe3+) <=> 
,EX_ferrich_e,,0,0,Ferrichrome exchange,ferrich_e --> ,Ferrichrome C24H38FeN9O11 --> 
,EX_ferxa_e,,0,0,Ferroxamine exchange,ferxa_e --> ,Ferroxamine C25H46FeN6O8 --> 
,EX_fol_e,,0,0,EX fol LPAREN e RPAREN ,fol_e --> ,Folate --> 
,EX_for_e,,0,0,Formate exchange,for_e --> ,Formate --> 
,EX_fru_e,,0,0,D-Fructose exchange,fru_e --> ,D-Fructose --> 
,EX_fum_e,,0,0,Fumarate exchange,fum_e --> ,Fumarate --> 
,EX_g1p_e,,0,0,D-Glucose 1-phosphate exchange,g1p_e --> ,D-Glucose 1-phosphate --> 
,EX_g6p_e,,0,0,D-Glucose 6-phosphate exchange,g6p_e --> ,D-Glucose 6-phosphate --> 
,EX_gal_e,,0,0,D-Galactose exchange,gal_e --> ,D-Galactose --> 
,EX_galctr__D_e,,0,0,D Galactarate exchange,galctr__D_e --> ,D Galactarate C6H8O8 --> 
,EX_galt_e,,0,0,Galactitol exchange,galt_e --> ,Galactitol --> 
,EX_galur_e,,0,0,D-Galacturonate exchange,galur_e --> ,D-Galacturonate --> 
,EX_gam_e,,0,0,D-Glucosamine exchange,gam_e --> ,D-Glucosamine --> 
,EX_gam6p_e,,0,0,D-Glucosamine 6-phosphate exchange,gam6p_e --> ,D-Glucosamine 6-phosphate --> 
,EX_gbbtn_e,,0,0,Gamma-butyrobetaine exchange,gbbtn_e --> ,Gamma-butyrobetaine --> 
,EX_glc__D_e,,0,0,D-Glucose exchange,glc__D_e <=> ,D-Glucose <=> 
,EX_glcn__D_e,,0,0,D Gluconate exchange,glcn__D_e --> ,D Gluconate C6H11O7 --> 
,EX_glcr_e,,0,0,D-Glucarate exchange,glcr_e --> ,D-Glucarate --> 
,EX_glcur_e,,0,0,D-Glucuronate exchange,glcur_e --> ,D-Glucuronate --> 
,EX_gln__L_e,,0,0,L-Glutamine exchange,gln__L_e --> ,L-Glutamine --> 
,EX_glu__D_e,,0,0,D Glutamate exchange,glu__D_e --> ,D-Glutamate --> 
,EX_glu__L_e,,0,0,L-Glutamate exchange,glu__L_e --> ,L-Glutamate --> 
,EX_glx_e,,0,0,Glyoxylate exchange,glx_e --> ,Glyoxylate --> 
,EX_gly_asn__L_e,,0,0,Gly asn L exchange,gly_asn__L_e --> ,Gly asn L C6H11N3O4 --> 
,EX_gly_asp__L_e,,0,0,Gly asp L exchange,gly_asp__L_e --> ,Gly asp L C6H9N2O5 --> 
,EX_gly_e,,0,0,Glycine exchange,gly_e --> ,Glycine --> 
,EX_gly_gln__L_e,,0,0,Gly Gln exchange,gly_gln__L_e --> ,Gly Gln C7H13N3O4 --> 
,EX_gly_glu__L_e,,0,0,Gly glu L exchange,gly_glu__L_e --> ,Gly glu L C7H11N2O5 --> 
,EX_gly_met__L_e,,0,0,Gly Met exchange,gly_met__L_e --> ,Gly Met C7H14N2O3S --> 
,EX_gly_pro__L_e,,0,0,Gly pro L exchange,gly_pro__L_e --> ,Gly pro L C7H12N2O3 --> 
,EX_glyb_e,,0,0,Glycine betaine exchange,glyb_e --> ,Glycine betaine --> 
,EX_glyc_e,,0,0,Glycerol exchange,glyc_e --> ,Glycerol --> 
,EX_glyc3p_e,,0,0,Glycerol 3-phosphate exchange,glyc3p_e --> ,Glycerol 3-phosphate --> 
,EX_glyclt_e,,0,0,Glycolate exchange,glyclt_e --> ,Glycolate C2H3O3 --> 
,EX_glycogen_e,,0,0,Glycogen exchange,glycogen_e --> ,Glycogen C6H10O5 --> 
,EX_gmp_e,,0,0,GMP exchange,gmp_e --> ,GMP C10H12N5O8P --> 
,EX_gsn_e,,0,0,Guanosine exchange,gsn_e --> ,Guanosine --> 
,EX_gthox_e,,0,0,Oxidized glutathione exchange,gthox_e --> ,Oxidized glutathione --> 
,EX_gthrd_e,,0,0,Reduced glutathione exchange,gthrd_e --> ,Reduced glutathione --> 
,EX_gua_e,,0,0,Guanine exchange,gua_e --> ,Guanine --> 
,EX_h_e,,0,0,H+ exchange,h_e <=> ,H+ <=> 
,EX_h2o_e,,0,0,H2O exchange,h2o_e <=> ,H2O H2O <=> 
,EX_h2o2_e,,0,0,Hydrogen peroxide exchange,h2o2_e --> ,Hydrogen peroxide --> 
,EX_hexs_e,,0,0,Hexanesulfonate exchange,hexs_e --> ,Hexanesulfonate C6H13O3S --> 
,EX_hg2_e,,0,0,Hg2+ exchange,hg2_e --> ,Mercury  charged 2  Hg --> 
,EX_his__L_e,,0,0,L-Histidine exchange,his__L_e --> ,L-Histidine --> 
,EX_hqn_e,,0,0,Hydroquinone exchange,hqn_e --> ,Hydroquinone --> 
,EX_hxan_e,,0,0,Hypoxanthine exchange,hxan_e --> ,Hypoxanthine --> 
,EX_icit_e,,0,0,Isocitrate exchange,icit_e --> ,Isocitrate --> 
,EX_ile__L_e,,0,0,L-Isoleucine exchange,ile__L_e --> ,L-Isoleucine --> 
,EX_inost_e,,0,0,Myo-Inositol exchange,inost_e --> ,Myo-Inositol --> 
,EX_ins_e,,0,0,Inosine exchange,ins_e --> ,Inosine --> 
,EX_istnt_e,,0,0,Isethionate exchange,istnt_e --> ,Isethionate C2H5O4S --> 
,EX_k_e,,0,0,K+ exchange,k_e <=> ,Potassium <=> 
,EX_L_alagly_e,,0,0,Ala L gly exchange,L_alagly_e --> ,L alanylglycine C5H10N2O3 --> 
,EX_lac__L_e,,0,0,L-Lactate exchange,lac__L_e --> ,L-Lactate --> 
,EX_lanth_e,,0,0,Lanthionine exchange,lanth_e --> ,Lanthionine C6H12N2O4S --> 
,EX_Larab_e,,0,0,Alpha L Arabinan exchange,Larab_e --> ,Alpha L Arabinan C15H24O12 --> 
,EX_lcts_e,,0,0,Lactose exchange,lcts_e --> ,Lactose C12H22O11 --> 
,EX_Lcyst_e,,0,0,L-Cysteate exchange,Lcyst_e --> ,L-Cysteate --> 
,EX_leu__L_e,,0,0,L-Leucine exchange,leu__L_e --> ,L-Leucine --> 
,EX_lipt_e,,0,0,Lipoate exchange,lipt_e --> ,Lipoate C8H13O2S2 --> 
,EX_lys__L_e,,0,0,L-Lysine exchange,lys__L_e --> ,L-Lysine --> 
,EX_madg_e,,0,0,Alpha Methyl D glucoside exchange,madg_e --> ,Alpha Methyl D glucoside C7H14O6 --> 
,EX_mal__D_e,,0,0,D-Malate exchange,mal__D_e --> ,D-Malate --> 
,EX_mal__L_e,,0,0,L-Malate exchange,mal__L_e --> ,L-Malate --> 
,EX_malt_e,,0,0,Maltose exchange,malt_e --> ,Maltose C12H22O11 --> 
,EX_malttr_e,,0,0,Maltotriose exchange,malttr_e --> ,Maltotriose C18H32O16 --> 
,EX_man_e,,0,0,D-Mannose exchange,man_e --> ,D-Mannose --> 
,EX_man1p_e,,0,0,D Mannose 1 phosphate exchange,man1p_e --> ,D-Mannose 1-phosphate --> 
,EX_man6p_e,,0,0,D-Mannose 6-phosphate exchange,man6p_e --> ,D-Mannose 6-phosphate --> 
,EX_mbdg_e,,0,0,Beta Methylglucoside exchange,mbdg_e --> ,Beta Methylglucoside C7H14O6 --> 
,EX_melib_e,,0,0,Melibiose exchange,melib_e --> ,Melibiose C12H22O11 --> 
,EX_meoh_e,,0,0,Methanol exchange,meoh_e --> ,Methanol --> 
,EX_met__D_e,,0,0,D-Methionine exchange,met__D_e --> ,D-Methionine --> 
,EX_met__L_e,,0,0,L-Methionine exchange,met__L_e --> ,L-Methionine --> 
,EX_met_L_ala__L_e,,0,0,Met L ala L exchange,met_L_ala__L_e --> ,Met L ala L C8H16N2O3S --> 
,EX_metox__R_e,,0,0,L methionine R oxide exchange,metox__R_e --> ,L methionine R oxide C5H11NO3S --> 
,EX_metox_e,,0,0,L Methionine S oxide exchange,metox_e --> ,L Methionine S oxide C5H11NO3S --> 
,EX_mg2_e,,0,0,Mg exchange,mg2_e <=> ,Magnesium <=> 
,EX_mn2_e,,0,0,Mn2+ exchange,mn2_e --> ,Manganese --> 
,EX_mnl_e,,0,0,D-Mannitol exchange,mnl_e --> ,D-Mannitol --> 
,EX_mobd_e,,0,0,Molybdate exchange,mobd_e --> ,Molybdate --> 
,EX_mops_e,,0,0,MOPS exchange,mops_e --> ,MOPS C7H14NO4S --> 
,EX_mso3_e,,0,0,Methanesulfonate exchange,mso3_e --> ,Methanesulfonate --> 
,EX_na1_e,,0,0,Sodium exchange,na1_e <=> ,Sodium <=> 
,EX_nac_e,,0,0,Nicotinate exchange,nac_e --> ,Nicotinate --> 
,EX_nh4_e,,0,0,Ammonia exchange,nh4_e <=> ,Ammonium <=> 
,EX_ni2_e,,0,0,Ni2+ exchange,ni2_e --> ,Nickel --> 
,EX_no2_e,,0,0,Nitrite exchange,no2_e --> ,Nitrite --> 
,EX_no3_e,,0,0,Nitrate exchange,no3_e --> ,Nitrate --> 
,EX_o2_e,,0,0,O2 exchange,o2_e <-- ,O2 O2 <-- 
,EX_orn__L_e,,0,0,Ornithine exchange,orn__L_e --> ,L Ornithine C5H13N2O2 --> 
,EX_pala_e,,0,0,Palatinose exchange,pala_e --> ,Palatinose C12H22O11 --> 
,EX_pep_e,,0,0,Phosphoenolpyruvate exchange,pep_e --> ,Phosphoenolpyruvate --> 
,EX_phe__L_e,,0,0,L-Phenylalanine exchange,phe__L_e --> ,L-Phenylalanine --> 
,EX_pi_e,,0,0,Phosphate exchange,pi_e <=> ,Phosphate <=> 
,EX_pnto__R_e,,0,0,(R)-Pantothenate exchange,pnto__R_e --> ,(R)-Pantothenate --> 
,EX_ppa_e,,0,0,Propionate exchange,ppa_e --> ,Propionate (n-C3:0) --> 
,EX_ppi_e,,0,0,Diphosphate exchange,ppi_e --> ,Diphosphate --> 
,EX_pro__L_e,,0,0,L-Proline exchange,pro__L_e --> ,L-Proline --> 
,EX_prolb_e,,0,0,Proline betaine exchange,prolb_e --> ,Proline betaine C7H13NO2 --> 
,EX_pser__D_e,,0,0,D O Phosphoserine exchange,pser__D_e --> ,D-O-Phosphoserine --> 
,EX_pser__L_e,,0,0,O-Phospho-L-serine exchange,pser__L_e --> ,O-Phospho-L-serine --> 
,EX_pur_e,,0,0,Puromycin exchange,pur_e --> ,Puromycin C22H30N7O5 --> 
,EX_pyr_e,,0,0,Pyruvate exchange,pyr_e --> ,Pyruvate --> 
,EX_raffin_e,,0,0,Raffinose exchange,raffin_e --> ,Raffinose C18H32O16 --> 
,EX_rib__D_e,,0,0,D-Ribose exchange,rib__D_e --> ,D-Ribose --> 
,EX_ribflv_e,,0,0,Riboflavin exchange,ribflv_e --> ,Riboflavin C17H20N4O6 --> 
,EX_rmn_e,,0,0,L-Rhamnose exchange,rmn_e --> ,L-Rhamnose --> 
,EX_salcn_e,,0,0,Salicin exchange,salcn_e --> ,Salicin C13H18O7 --> 
,EX_sbt__D_e,,0,0,D-Sorbitol exchange,sbt__D_e --> ,D-Sorbitol --> 
,EX_ser__D_e,,0,0,D-Serine exchange,ser__D_e --> ,D-Serine --> 
,EX_ser__L_e,,0,0,L-Serine exchange,ser__L_e --> ,L-Serine --> 
,EX_so4_e,,0,0,Sulfate exchange,so4_e <=> ,Sulfate <=> 
,EX_spmd_e,,0,0,Spermidine exchange,spmd_e --> ,Spermidine --> 
,EX_srb__L_e,,0,0,L Sorbose exchange,srb__L_e --> ,L Sorbose C6H12O6 --> 
,EX_starch_e,,0,0,Starch exchange,starch_e --> ,Starch C12H20O10 --> 
,EX_subtilisin_e,,0,0,Mature Bacillus subtilis subtilisin exchange,subtilisin_e --> ,Mature Bacillus subtilis subtilisin C1588H2486N436O518S6 --> 
,EX_succ_e,,0,0,Succinate exchange,succ_e --> ,Succinate --> 
,EX_sucr_e,,0,0,Sucrose exchange,sucr_e --> ,Sucrose C12H22O11 --> 
,EX_sula_e,,0,0,Sulfoacetate exchange,sula_e --> ,Sulfoacetate C2H2O5S --> 
,EX_taur_e,,0,0,Taurine exchange,taur_e --> ,Taurine C2H7NO3S --> 
,EX_thiog_e,,0,0,Thioglycolate exchange,thiog_e --> ,Thioglycolate C2H3O2S --> 
,EX_thr__L_e,,0,0,L-Threonine exchange,thr__L_e --> ,L-Threonine --> 
,EX_thym_e,,0,0,Thymine exchange,thym_e --> ,Thymine C5H6N2O2 --> 
,EX_thymd_e,,0,0,Thymidine exchange,thymd_e --> ,Thymidine C10H14N2O5 --> 
,EX_tmp_e,,0,0,Trimetaphosphate exchange,tmp_e --> ,Trimetaphosphate P3O9 --> 
,EX_tre_e,,0,0,Trehalose exchange,tre_e --> ,Trehalose --> 
,EX_trp__L_e,,0,0,L-Tryptophan exchange,trp__L_e --> ,L-Tryptophan --> 
,EX_tyr__L_e,,0,0,L-Tyrosine exchange,tyr__L_e --> ,L-Tyrosine --> 
,EX_ump_e,,0,0,UMP exchange,ump_e --> ,UMP C9H11N2O9P --> 
,EX_ura_e,,0,0,Uracil exchange,ura_e --> ,Uracil --> 
,EX_urate_e,,0,0,Urate exchange,urate_e --> ,Urate C5H4N4O3 --> 
,EX_urea_e,,0,0,Urea exchange,urea_e --> ,Urea CH4N2O --> 
,EX_uri_e,,0,0,Uridine exchange,uri_e --> ,Uridine --> 
,EX_val__L_e,,0,0,L-Valine exchange,val__L_e --> ,L-Valine --> 
,EX_xan_e,,0,0,Xanthine exchange,xan_e --> ,Xanthine --> 
,EX_xtsn_e,,0,0,Xanthosine exchange,xtsn_e --> ,Xanthosine --> 
,EX_xyl__D_e,,0,0,D-Xylose exchange,xyl__D_e --> ,D-Xylose --> 
,EX_zn2_e,,0,0,Zinc exchange,zn2_e --> ,Zinc --> 
,FCLT_2,BSU10130,0,0,Heme B synthesis reaction,fe2_c + ppp9_c --> h_c + pheme_c,Fe2+ mitochondria + Protoporphyrin --> H+ + Protoheme C34H30FeN4O4
,FDH,(BSU36710 and BSU12160) or (BSU36710 and BSU27220) or (BSU36710 and BSU18570),0,0,Formate dehydrogenase,for_c + nad_c --> co2_c + nadh_c,Formate + Nicotinamide adenine dinucleotide --> CO2 CO2 + Nicotinamide adenine dinucleotide - reduced
,FDMO_1,BSU08860,0,0,FmnRD dependent monooxygenase  methanesulfonate ,fmnRD_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,Flavin mononucleotide reduced C17H21N4O9P + Methanesulfonate + O2 O2 --> Formaldehyde + FMN C17H19N4O9P + H2O H2O + H+ + Sulfite
,FDMO1,BSU08860,0,0,FMN dependent monooxygenase  ethanesulfonate ,eths_c + fmnRD_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,Ethanesulfonate C2H5O3S + Flavin mononucleotide reduced C17H21N4O9P + O2 O2 --> Acetaldehyde + FMN C17H19N4O9P + H2O H2O + H+ + Sulfite
,FDMO2_1,BSU08860,0,0,FMN dependent monooxygenase  butanesulfonate ,buts_c + fmnRD_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,Butanesulfonate C4H9O3S + Flavin mononucleotide reduced C17H21N4O9P + O2 O2 --> Butanal C4H8O + FMN C17H19N4O9P + H2O H2O + H+ + Sulfite
,FDMO3_1,BSU08860,0,0,FMN dependent monooxygenase  hexanesulfonate ,fmnRD_c + hexs_c + o2_c --> fmn_c + h2o_c + h_c + hxal_c + so3_c,Flavin mononucleotide reduced C17H21N4O9P + Hexanesulfonate C6H13O3S + O2 O2 --> FMN C17H19N4O9P + H2O H2O + H+ + Hexanal C6H12O + Sulfite
,FDMO4_1,BSU08860,0,0,FMN dependent monooxygenase  taurine ,fmnRD_c + o2_c + taur_c --> amacald_c + fmn_c + h2o_c + h_c + so3_c,Flavin mononucleotide reduced C17H21N4O9P + O2 O2 + Taurine C2H7NO3S --> Aminoacetaldehyde C2H5NO + FMN C17H19N4O9P + H2O H2O + H+ + Sulfite
,FDMO5_1,BSU08860,0,0,FMN dependent monooxygenase  sulfoacetate ,fmnRD_c + o2_c + sula_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,Flavin mononucleotide reduced C17H21N4O9P + O2 O2 + Sulfoacetate C2H2O5S --> FMN C17H19N4O9P + Glyoxylate + H2O H2O + H+ + Sulfite
,FDMO6_1,BSU08860,0,0,FMN dependent monooxygenase  isethionate ,fmnRD_c + istnt_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,Flavin mononucleotide reduced C17H21N4O9P + Isethionate C2H5O4S + O2 O2 --> FMN C17H19N4O9P + Glycolaldehyde + H2O H2O + H+ + Sulfite
,FE2abc,BSU01630 and BSU01620 and BSU01610,0,0,Iron (II) transport via ABC system,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c,ATP C10H12N5O13P3 + Fe2+ mitochondria + H2O H2O --> ADP C10H12N5O10P2 + Fe2+ mitochondria + H+ + Phosphate
,FE3t,BSU38280 and BSU38270 and BSU38260,0,0,"Ferric iron uptake, plasma membrane",fe3_e --> fe3_c,Iron (Fe3+) --> Iron (Fe3+)
,FEDCabc,BSU08460 and BSU08440 and BSU08450,0,0,Iron  III  dicitrate transport via ABC system,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,ATP C10H12N5O13P3 + 2.0 Citrate + Iron (Fe3+) + H2O H2O --> ADP C10H12N5O10P2 + 2.0 Citrate + Iron (Fe3+) + H+ + Phosphate
,FERRICHabc,(BSU07520 and BSU07510 and BSU07500 and BSU07490) or (BSU33310 and BSU33290 and BSU33320 and BSU33300) or (BSU03800 and BSU03810 and BSU03820 and BSU03830),0,0,Ferrichrome transport via ABC system,atp_c + ferrich_e + h2o_c --> adp_c + ferrich_c + h_c + pi_c,ATP C10H12N5O13P3 + Ferrichrome C24H38FeN9O11 + H2O H2O --> ADP C10H12N5O10P2 + Ferrichrome C24H38FeN9O11 + H+ + Phosphate
,FERXAabc,BSU33310 and BSU33290 and BSU33300 and BSU39610,0,0,Ferroxamine transport via ABC system,atp_c + ferxa_e + h2o_c --> adp_c + ferxa_c + h_c + pi_c,ATP C10H12N5O13P3 + Ferroxamine C25H46FeN6O8 + H2O H2O --> ADP C10H12N5O10P2 + Ferroxamine C25H46FeN6O8 + H+ + Phosphate
,FFSD,BSU38040,0,0,Beta-fructofuranosidase,h2o_c + suc6p_c --> fru_c + g6p_c,H2O H2O + Sucrose 6-phosphate --> D-Fructose + D-Glucose 6-phosphate
,FGLU_1,BSU39380,0,0,Formimidoylglutamase,forglu_c + h2o_c --> frmd_c + glu__L_c,N-Formimidoyl-L-glutamate + H2O H2O --> Formamide + L-Glutamate
,FLVR_1,BSU38110 or BSU03860 or BSU07830,0,0,Flavin reductase,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Riboflavin C17H20N4O6 --> Nicotinamide adenine dinucleotide phosphate + Reduced riboflavin C17H22N4O6
,FMETDF,BSU15720,0,0,Formylmethionine deformylase,fmet_c + h2o_c --> for_c + met__L_c,N Formyl L methionine C6H10NO3S + H2O H2O --> Formate + L-Methionine
,FMNRy,BSU38110,0,0,FMN reductase  NADPH dependent ,fmn_c + h_c + nadph_c --> fmnRD_c + nadp_c,FMN C17H19N4O9P + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> Flavin mononucleotide reduced C17H21N4O9P + Nicotinamide adenine dinucleotide phosphate
,FORAMD,,0,0,FORAMD,frmd_c + h2o_c --> for_c + nh4_c,Formamide + H2O H2O --> Formate + Ammonium
,FRTT,,0,0,Farnesyltranstransferase,frdp_c + ipdp_c --> ggdp_c + ppi_c,Farnesyl diphosphate + Isopentenyl diphosphate --> Geranylgeranyl diphosphate C20H33O7P2 + Diphosphate
,FRUpts,(BSU27070 and BSU27060 and BSU27050 and BSU27040 and BSU13900 and BSU13910) or (BSU14400 and BSU13900 and BSU13910),0,0,D-fructose transport via PEP:Pyr PTS,fru_e + pep_c --> f1p_c + pyr_c,D-Fructose + Phosphoenolpyruvate --> D-Fructose 1-phosphate + Pyruvate
,FTHFD,BSU13110,0,0,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,"10-Formyltetrahydrofolate + H2O H2O --> Formate + H+ + 5,6,7,8-Tetrahydrofolate"
,FUMt2r,BSU07570 or BSU04470,0,0,Fumarate reversible transport via symport,fum_e + h_e <=> fum_c + h_c,Fumarate + H+ <=> Fumarate + H+
,G1Dx,BSU03930,0,0,Glucose 1 dehydrogenase  NAD ,glc__D_c + nad_c --> g15lac_c + h_c + nadh_c,D-Glucose + Nicotinamide adenine dinucleotide --> D Glucono 1 5 lactone C6H10O6 + H+ + Nicotinamide adenine dinucleotide - reduced
,G1PPDM,BSU34550,0,0,Glucose 1 phosphate phosphodismutase,2.0 g1p_c --> g16bp_c + glc__D_c,2.0 D-Glucose 1-phosphate --> D Glucose 1 6 bisphosphate C6H10O12P2 + D-Glucose
,G1SAT,BSU28120 or BSU08710,0,0,Glutamate-1-semialdehyde aminotransferase,glu1sa_c --> 5aop_c,L-Glutamate 1-semialdehyde --> 5-Amino-4-oxopentanoate
,G3PD4,BSU09300,0,0,Glycerol 3 phosphate dehydrogenase  menaquinone 7 ,glyc3p_c + mqn7_c --> dhap_c + mql7_c,Glycerol 3-phosphate + Menaquinone 7 C46H64O2 --> Dihydroxyacetone phosphate + Menaquinol 7 C46H66O2
,G5SADs,,0,0.007422498,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c <=> 1pyr5c_c + h2o_c + h_c,L-Glutamate 5-semialdehyde <=> 1-Pyrroline-5-carboxylate + H2O H2O + H+
,G6PDA,BSU02360 or BSU35020,0,0,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,D-Glucosamine 6-phosphate + H2O H2O --> D-Fructose 6-phosphate + Ammonium
,G6PDH2r,BSU23850,0,0,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,"D-Glucose 6-phosphate + Nicotinamide adenine dinucleotide phosphate --> 6-phospho-D-glucono-1,5-lactone + H+ + Nicotinamide adenine dinucleotide phosphate - reduced"
,G6PI,BSU31350,0,0,Glucose 6 phosphate isomerase,g6p_c <=> g6p_B_c,D-Glucose 6-phosphate <=> Beta D glucose 6 phosphate C6H11O9P
,GALCTD_1,BSU02510,0,0,Galactarate dehydratase,galctr__D_c --> 5d4dglcr_c + h2o_c,D Galactarate C6H8O8 --> 5 Dehydro 4 deoxy D glucarate C6H6O7 + H2O H2O
,GALCTRt2,BSU02480,0,0,Galactarate transport in via proton symport,galctr__D_e + h_e --> galctr__D_c + h_c,D Galactarate C6H8O8 + H+ --> D Galactarate C6H8O8 + H+
,GALKr,BSU38200,0,0,Galactokinase,atp_c + gal_c --> adp_c + gal1p_c + h_c,ATP C10H12N5O13P3 + D-Galactose --> ADP C10H12N5O10P2 + Alpha-D-Galactose 1-phosphate + H+
,GALS1,BSU30300,0,0,A galactosidase  galactomannan ,galman_c + h2o_c --> gal_c,Galactomannan C6H10O5 + H2O H2O --> D-Galactose
,GALS2,BSU30300,0,0,A galactosidase  galactose oligosaccharides ,galogs_c + h2o_c --> gal_c,Galactose oligosaccharide C6H10O5 + H2O H2O --> D-Galactose
,GALS3,BSU30300,0,0,A-galactosidase (melibiose),h2o_c + melib_c --> gal_c + glc__D_c,H2O H2O + Melibiose C12H22O11 --> D-Galactose + D-Glucose
,GALS4,BSU30300,0,0,A galactosidase  stachyose ,h2o_c + stchs_c --> gal_c + raffin_c,H2O H2O + Stachyose C24H42O21 --> D-Galactose + Raffinose C18H32O16
,GALT,BSU38190,0,0,Galactose 1 phosphate uridylyltransferase,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,Alpha-D-Galactose 1-phosphate + H+ + UTP C9H11N2O15P3 <=> Diphosphate + UDPgalactose
,GALt2,BSU33960,0,0,D galactose transport in via proton symport,gal_e + h_e --> gal_c + h_c,D-Galactose + H+ --> D-Galactose + H+
,GALTpts,,0,0,Galactitol transport via PEP:Pyr PTS,galt_e + pep_c --> galt1p_c + pyr_c,Galactitol + Phosphoenolpyruvate --> Galactitol 1-phosphate + Pyruvate
,GALURt2r,BSU12360,0,0,"D-galacturonate transport via proton symport, reversible",galur_e + h_e --> galur_c + h_c,D-Galacturonate + H+ --> D-Galacturonate + H+
,GAMpts,BSU02350 and BSU13900 and BSU13910,0,0,D-glucosamine transport via PEP:Pyr PTS,gam_e + pep_c --> gam6p_c + pyr_c,D-Glucosamine + Phosphoenolpyruvate --> D-Glucosamine 6-phosphate + Pyruvate
,GBBTNabc,BSU33830 and BSU33820 and BSU33810 and BSU33800,0,0,Gamma butyrobetaine transport in via ABC system,atp_c + gbbtn_e + h2o_c --> adp_c + gbbtn_c + h_c + pi_c,ATP C10H12N5O13P3 + Gamma-butyrobetaine + H2O H2O --> ADP C10H12N5O10P2 + Gamma-butyrobetaine + H+ + Phosphate
,GBEZY,BSU30980,0,0,1 4 alpha glucan branching enzyme,14glun_c --> glycogen_c, 1 4 alpha D Glucosyl n C6H12O6 --> Glycogen C6H10O5
,GCALDD,BSU38830 or BSU39860 or BSU19310,0,1.15E-05,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,Glycolaldehyde + H2O H2O + Nicotinamide adenine dinucleotide --> Glycolate C2H3O3 + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
